NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;DRR;QDRR;STATUS_FXI3S;STATUS_DXI3S
75106001;LUXEMBOURG;48.844833;2.338500;50;20250101;13.3;1;4.6;1;1801;9;9.0;1;144;9;6.7;1;6.8;1;4.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250102;7.4;1;3.1;1;836;9;5.2;1;601;9;4.8;1;4.2;1;2.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250103;0.2;1;-0.1;1;653;9;5.5;1;1202;9;1.6;1;2.7;1;5.6;1;;;;;153;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250104;10.7;1;-2.2;1;547;9;11.5;1;525;9;0.4;1;4.7;1;13.7;1;;;;;626;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250105;2.2;1;1.0;1;1857;9;13.2;1;1316;9;11.3;1;7.1;1;12.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250106;2.8;1;7.5;1;1504;9;12.4;1;656;9;9.9;1;10.0;1;4.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250107;0.0;1;4.6;1;714;9;8.1;1;1218;9;6.3;1;6.4;1;3.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250108;14.9;1;4.2;1;1044;9;12.5;1;1859;9;7.6;1;8.4;1;8.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250109;1.0;1;2.8;1;944;9;11.1;1;640;9;6.4;1;7.0;1;8.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250110;0.0;1;3.0;1;1747;9;6.6;1;1422;9;4.0;1;4.8;1;3.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250111;0.0;1;-0.2;1;826;9;3.5;1;1350;9;1.4;1;1.7;1;3.7;1;;;;;143;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250112;0.0;1;1.4;1;1801;9;5.2;1;1311;9;3.1;1;3.3;1;3.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250113;0.0;1;0.8;1;825;9;5.9;1;1219;9;2.0;1;3.4;1;5.1;1;;;;;207;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250114;0.0;1;-3.0;1;656;9;6.1;1;1354;9;0.7;1;1.6;1;9.1;1;;;;;599;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250115;0.6;1;0.7;1;1801;9;7.1;1;1446;9;5.0;1;3.9;1;6.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250116;0.0;1;2.1;1;551;9;5.2;1;1147;9;4.2;1;3.7;1;3.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250117;0.0;1;0.3;1;518;9;1.9;1;1249;9;0.9;1;1.1;1;1.6;1;;;;;51;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250118;0.0;1;-0.1;1;2358;9;2.3;1;1450;9;1.1;1;1.1;1;2.4;1;;;;;226;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250119;0.0;1;-1.3;1;2343;9;2.3;1;1333;9;1.2;1;0.5;1;3.6;1;;;;;67;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250120;0.0;1;-0.4;1;754;9;0.9;1;1053;9;0.0;1;0.3;1;1.3;1;;;;;833;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250121;0.0;1;-0.8;1;632;9;5.9;1;1357;9;1.9;1;2.6;1;6.7;1;;;;;589;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250122;20.3;1;1.9;1;1814;9;9.4;1;1437;9;6.8;1;5.7;1;7.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250123;0.4;1;5.2;1;842;9;9.1;1;2258;9;7.2;1;7.2;1;3.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250124;3.2;1;7.7;1;1801;9;13.3;1;2107;9;10.4;1;10.5;1;5.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250125;9.0;1;8.4;1;1749;9;12.8;1;601;9;9.6;1;10.6;1;4.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250126;3.8;1;2.2;1;733;9;12.5;1;234;9;6.1;1;7.4;1;10.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250127;0.2;1;9.1;1;2304;9;12.4;1;1315;9;10.5;1;10.8;1;3.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250128;1.4;1;7.1;1;819;9;12.3;1;1543;9;9.3;1;9.7;1;5.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250129;14.7;1;6.9;1;748;9;8.4;1;1118;9;8.1;1;7.7;1;1.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250130;0.0;1;6.3;1;418;9;9.0;1;1102;9;6.9;1;7.7;1;2.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250131;4.4;1;1.4;1;307;9;7.0;1;1120;9;3.8;1;4.2;1;5.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250201;0.2;1;0.0;1;736;9;9.1;1;1442;9;3.6;1;4.6;1;9.1;1;;;;;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250202;0.0;1;-0.7;1;622;9;9.8;1;1435;9;3.5;1;4.6;1;10.5;1;;;;;189;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250203;0.2;1;0.3;1;502;9;9.4;1;1312;9;2.9;1;4.9;1;9.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250204;0.2;1;-0.7;1;552;9;3.7;1;558;9;1.2;1;1.5;1;4.4;1;;;;;472;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250205;0.0;1;2.4;1;1941;9;7.3;1;1430;9;4.9;1;4.9;1;4.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250206;0.2;1;2.9;1;809;9;5.2;1;1838;9;4.2;1;4.1;1;2.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250207;1.2;1;2.7;1;814;9;7.7;1;509;9;4.8;1;5.2;1;5.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250208;3.8;1;4.1;1;853;9;7.8;1;1247;9;6.4;1;6.0;1;3.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250209;0.4;1;4.4;1;55;9;7.6;1;1522;9;5.9;1;6.0;1;3.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250210;5.8;1;4.9;1;745;9;6.2;1;1535;9;5.1;1;5.6;1;1.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250211;0.0;1;3.3;1;2048;9;6.7;1;1510;9;4.6;1;5.0;1;3.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250212;0.2;1;1.5;1;138;9;6.3;1;1358;9;4.7;1;3.9;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250213;0.0;1;3.4;1;655;9;6.6;1;1147;9;4.8;1;5.0;1;3.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250214;0.0;1;-0.4;1;711;9;7.6;1;1354;9;2.8;1;3.6;1;8.0;1;;;;;197;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250215;0.0;1;-1.2;1;402;9;5.6;1;1342;9;1.8;1;2.2;1;6.8;1;;;;;407;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250216;0.0;1;-0.9;1;643;9;8.3;1;1306;9;3.1;1;3.7;1;9.2;1;;;;;346;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250217;0.2;1;-1.1;1;610;9;8.9;1;1437;9;3.2;1;3.9;1;10.0;1;;;;;280;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250218;0.0;1;0.5;1;659;9;9.7;1;1425;9;4.4;1;5.1;1;9.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250219;0.0;1;1.3;1;547;9;10.8;1;1642;9;6.3;1;6.1;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250220;1.0;1;6.9;1;2313;9;14.2;1;1343;9;11.0;1;10.6;1;7.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250221;0.8;1;10.6;1;623;9;16.4;1;1515;9;13.8;1;13.5;1;5.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250222;1.2;1;10.4;1;711;9;14.9;1;1512;9;11.7;1;12.7;1;4.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250223;0.0;1;6.0;1;621;9;15.8;1;1409;9;11.0;1;10.9;1;9.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250224;1.0;1;10.8;1;409;9;13.9;1;1210;9;11.6;1;12.4;1;3.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250225;22.3;1;6.9;1;1754;9;10.0;1;839;9;8.9;1;8.5;1;3.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250226;2.8;1;5.1;1;635;9;11.1;1;1357;9;8.0;1;8.1;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250227;0.0;1;5.2;1;622;9;10.4;1;1453;9;7.5;1;7.8;1;5.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250228;0.0;1;5.4;1;419;9;10.2;1;1107;9;7.0;1;7.8;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250301;0.0;1;2.0;1;613;9;9.9;1;1343;9;4.8;1;6.0;1;7.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250302;0.0;1;1.0;1;441;9;13.8;1;1418;9;6.3;1;7.4;1;12.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250303;0.2;1;1.1;1;626;9;14.9;1;1458;9;7.0;1;8.0;1;13.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250304;0.0;1;2.7;1;640;9;15.9;1;1540;9;7.7;1;9.3;1;13.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250305;0.0;1;2.7;1;650;9;20.1;1;1521;9;10.1;1;11.4;1;17.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250306;0.0;1;6.1;1;619;9;19.3;1;1510;9;11.9;1;12.7;1;13.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250307;0.0;1;8.5;1;703;9;19.3;1;1455;9;13.2;1;13.9;1;10.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250308;0.0;1;10.0;1;445;9;20.5;1;1457;9;14.3;1;15.3;1;10.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250309;0.0;1;9.6;1;607;9;19.5;1;1416;9;14.1;1;14.6;1;9.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250310;2.0;1;11.2;1;856;9;13.4;1;1558;9;11.5;1;12.3;1;2.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250311;0.6;1;6.1;1;536;9;11.8;1;1425;9;8.3;1;9.0;1;5.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250312;0.6;1;3.6;1;627;9;9.0;1;1413;9;6.1;1;6.3;1;5.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250313;0.0;1;3.3;1;632;9;11.1;1;1236;9;5.8;1;7.2;1;7.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250314;0.2;1;1.7;1;344;9;8.6;1;1614;9;4.9;1;5.2;1;6.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250315;0.0;1;1.7;1;613;9;10.6;1;1334;9;5.5;1;6.2;1;8.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250316;0.0;1;3.6;1;311;9;13.5;1;1448;9;7.4;1;8.6;1;9.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250317;0.0;1;1.4;1;552;9;14.2;1;1408;9;7.7;1;7.8;1;12.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250318;0.0;1;2.8;1;630;9;15.1;1;1535;9;8.7;1;9.0;1;12.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250319;0.0;1;7.2;1;618;9;19.6;1;1517;9;12.8;1;13.4;1;12.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250320;0.0;1;7.8;1;545;9;21.0;1;1442;9;14.0;1;14.4;1;13.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250321;4.8;1;11.5;1;2319;9;19.9;1;1446;9;15.2;1;15.7;1;8.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250322;5.0;1;11.8;1;728;9;19.4;1;1459;9;13.6;1;15.6;1;7.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250323;1.4;1;8.3;1;229;9;14.8;1;1515;9;10.8;1;11.6;1;6.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250324;0.0;1;8.1;1;542;9;18.7;1;1328;9;12.9;1;13.4;1;10.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250325;0.0;1;8.6;1;801;9;17.3;1;1428;9;11.7;1;13.0;1;8.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250326;0.0;1;9.5;1;19;9;17.9;1;1436;9;11.2;1;13.7;1;8.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250327;0.2;1;4.7;1;516;9;19.4;1;1551;9;11.5;1;12.1;1;14.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250328;4.6;1;5.5;1;623;9;14.0;1;1337;9;9.5;1;9.8;1;8.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250329;0.0;1;7.2;1;546;9;16.5;1;1424;9;11.2;1;11.9;1;9.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250330;0.0;1;7.5;1;2308;9;18.9;1;1427;9;12.5;1;13.2;1;11.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250331;0.0;1;6.7;1;608;9;18.2;1;1525;9;11.7;1;12.5;1;11.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250401;0.0;1;6.5;1;305;9;17.6;1;1246;9;11.4;1;12.1;1;11.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250402;0.0;1;6.7;1;515;9;19.8;1;1557;9;13.5;1;13.3;1;13.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250403;0.0;1;9.3;1;540;9;23.3;1;1456;9;16.5;1;16.3;1;14.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250404;0.0;1;12.0;1;300;9;26.3;1;1339;9;18.2;1;19.2;1;14.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250405;0.0;1;10.4;1;538;9;27.5;1;1426;9;18.3;1;19.0;1;17.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250406;0.0;1;8.8;1;559;9;21.3;1;1418;9;14.5;1;15.1;1;12.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250407;0.0;1;5.1;1;510;9;20.3;1;1453;9;12.5;1;12.7;1;15.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250408;0.0;1;4.8;1;543;9;21.4;1;1547;9;13.3;1;13.1;1;16.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250409;0.0;1;7.3;1;446;9;21.5;1;1423;9;13.8;1;14.4;1;14.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250410;0.0;1;5.4;1;537;9;19.7;1;1553;9;11.9;1;12.6;1;14.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250411;0.0;1;6.0;1;505;9;23.8;1;1510;9;14.5;1;14.9;1;17.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250412;4.2;1;8.1;1;458;9;22.7;1;1246;9;14.7;1;15.4;1;14.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250413;0.0;1;13.3;1;602;9;18.7;1;1512;9;14.6;1;16.0;1;5.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250414;0.6;1;7.8;1;437;9;21.2;1;1535;9;14.6;1;14.5;1;13.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250415;0.0;1;12.7;1;503;9;18.9;1;1055;9;14.8;1;15.8;1;6.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250416;0.0;1;8.7;1;541;9;15.3;1;1454;9;11.3;1;12.0;1;6.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250417;0.0;1;6.0;1;510;9;18.2;1;1001;9;12.6;1;12.1;1;12.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250418;0.0;1;7.1;1;436;9;19.8;1;1403;9;13.7;1;13.5;1;12.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250419;5.0;1;9.3;1;515;9;21.6;1;1527;9;14.0;1;15.5;1;12.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250420;4.4;1;11.2;1;650;9;17.4;1;1344;9;13.1;1;14.3;1;6.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250421;4.6;1;10.0;1;2350;9;16.0;1;1445;9;12.1;1;13.0;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250422;1.2;1;8.9;1;123;9;18.4;1;1258;9;13.4;1;13.7;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250423;11.1;1;8.9;1;639;9;17.0;1;1243;9;12.1;1;13.0;1;8.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250424;0.0;1;10.5;1;2240;9;16.9;1;1006;9;13.0;1;13.7;1;6.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250425;0.0;1;8.0;1;136;9;16.6;1;1247;9;12.2;1;12.3;1;8.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250426;0.0;1;8.0;1;439;9;22.0;1;1433;9;14.9;1;15.0;1;14.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250427;0.0;1;10.9;1;401;9;23.8;1;1335;9;16.5;1;17.4;1;12.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75106001;LUXEMBOURG;48.844833;2.338500;50;20250428;0.0;1;10.2;1;453;9;26.9;1;1511;9;18.8;1;18.6;1;16.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
